id;director_name;original_title;vote_average;genres;release_date;actor1_name;actor2_name;actor3_name;actor4_name;actor5_name
873;Steven Spielberg;The Color Purple;7.7;Drama;18/12/1985;Whoopi Goldberg;Margaret Avery;Danny Glover;Akosua Busia;Oprah Winfrey
874;Fred Zinnemann;A Man for All Seasons;7.5;Drama|History;12/12/1966;Paul Scofield;Wendy Hiller;Leo McKern;Robert Shaw;Orson Welles
875;Josef von Sternberg;Shanghai Express;6.4;Romance|Drama;2/02/1932;Marlene Dietrich;Clive Brook;Anna May Wong;Warner Oland;Eugene Pallette
876;John Harrison;Frank Herbert's Dune;6.7;Action|Adventure|Fantasy|Science Fiction;3/12/2000;William Hurt;Alec Newman;Saskia Reeves;Ian McNeice;Giancarlo Giannini
877;Howard Hawks;Scarface;7.5;Action|Adventure|Crime|Drama|Thriller;9/04/1932;Paul Muni;Ann Dvorak;Karen Morley;Osgood Perkins;C. Henry Gordon
878;Helmut Weiss;Die Feuerzangenbowle;6.4;Comedy;28/01/1944;Heinz Rühmann;Karin Himboldt;Hilde Sessak;Erich Ponto;Paul Henckels
879;Steven Spielberg;Hook;6.6;Adventure|Fantasy|Comedy|Family;11/12/1991;Robin Williams;Dustin Hoffman;Julia Roberts;Bob Hoskins;Maggie Smith
880;Marleen Gorris;Antonia;7.2;Drama|Comedy;12/09/1995;Willeke van Ammelrooy;Els Dottermans;Dora van der Groen;Veerle van Overloop;Esther Vriesendorp
881;Rob Reiner;A Few Good Men;7.1;Drama;11/12/1992;Tom Cruise;Jack Nicholson;Demi Moore;Kevin Bacon;Kevin Pollak
882;Arend Agthe;Flussfahrt Mit Huhn;7.5;Adventure;16/11/1984;Julia Martinek;David Hoppe;Fedor Hoppe;Uwe Müller;Hans Beerhenke
883;Jim Jarmusch;Coffee and Cigarettes;6.9;Comedy|Drama;5/09/2003;Roberto Benigni;Steven Wright;Joie Lee;Cinqué Lee;Steve Buscemi
884;David Cronenberg;Crash;6.4;Drama|Thriller|Romance;17/07/1996;James Spader;Deborah Kara Unger;Holly Hunter;Elias Koteas;Rosanna Arquette
885;Josef von Sternberg;The Docks of New York;6.8;Drama|Romance;16/09/1928;George Bancroft;Betty Compson;Olga Baclanova;Clyde Cook;Mitchell Lewis
886;Norman Jewison;The Cincinnati Kid;7.0;Drama;15/10/1965;Steve McQueen;Edward G. Robinson;Ann-Margret;Karl Malden;Tuesday Weld
887;William Wyler;The Best Years of Our Lives;7.5;Drama|History|Romance;25/12/1946;Fredric March;Myrna Loy;Dana Andrews;Teresa Wright;Virginia Mayo
888;Brian Levant;The Flintstones;5.0;Fantasy|Comedy|Family;26/05/1994;John Goodman;Elizabeth Perkins;Rick Moranis;Rosie O'Donnell;Kyle MacLachlan
889;Brian Levant;The Flintstones in Viva Rock Vegas;4.3;Science Fiction|Comedy|Family|Romance;28/04/2000;Mark Addy;Stephen Baldwin;Kristen Johnston;Jane Krakowski;Joan Collins
890;Joseph Vilsmaier;Schlafes Bruder;6.8;Drama;8/09/1995;André Eisermann;Dana Vávrová;Ben Becker;Jochen Nickel;Jürgen Schornagel
891;Alan J. Pakula;All the President's Men;7.6;Drama|History|Mystery|Thriller;4/04/1976;Robert Redford;Dustin Hoffman;Jack Warden;Martin Balsam;Hal Holbrook
892;Jean-Pierre Jeunet;Delicatessen;7.4;Comedy|Science Fiction|Fantasy;17/04/1991;Dominique Pinon;Marie-Laure Dougnac;Jean-Claude Dreyfus;Karin Viard;Ticky Holgado
893;Andreas Dresen;Die Polizistin;8.5;Documentary|Drama;10/05/2000;Gabriela Maria Schmeide;Axel Prahl;Yevgeni Sitokhin;Katrin Sass;Klaus Manchen
894;Andreas Dresen;Willenbrock;6.5;Documentary|Drama;17/03/2005;Axel Prahl;Inka Friedrich;Anne Ratte-Polle;Dagmar Manzel;Christian Grashof
895;Andrei Tarkovsky;Андрей Рублёв;8.0;Drama|History;16/12/1966;Anatoliy Solonitsyn;Ivan Lapikov;Nikolay Grinko;Rolan Bykov;Nikolai Sergeyev
896;Satyajit Ray;অপুর সংসার;8.2;Drama;1/05/1959;Soumitra Chatterjee;Sharmila Tagore;Alok Chakravarty;Swapan Mukherjee;Dhiresh Majumdar
897;Satyajit Ray;অপরাজিত;7.9;Drama;11/10/1956;Kanu Bannerjee;Karuna Bannerjee;Smaran Ghosal;Pinaki Sengupta;Santi Gupta
898;John Frankenheimer;Birdman of Alcatraz;7.0;Drama;3/07/1962;Burt Lancaster;Karl Malden;Thelma Ritter;Neville Brand;Betty Field
899;D.W. Griffith;Broken Blossoms;6.9;Drama|Romance;13/05/1919;Lillian Gish;Richard Barthelmess;Donald Crisp;Arthur Howard;Edward Peil Sr.
900;Howard Hawks;Bringing Up Baby;7.5;Comedy|Romance;18/02/1938;Katharine Hepburn;Cary Grant;Charles Ruggles;Walter Catlett;Barry Fitzgerald
901;Charlie Chaplin;City Lights;8.1;Comedy|Drama|Romance;30/01/1931;Charlie Chaplin;Virginia Cherrill;Florence Lee;Harry Myers;Al Ernest Garcia
902;Jean-Pierre Jeunet;La Cité des Enfants Perdus;7.6;Fantasy|Science Fiction|Adventure;16/05/1995;Ron Perlman;Dominique Pinon;Judith Vittet;Daniel Emilfork;Jean-Claude Dreyfus
903;Stuart Rosenberg;Cool Hand Luke;7.6;Crime|Drama;22/06/1967;Paul Newman;George Kennedy;Luke Askew;Morgan Woodward;Harry Dean Stanton
904;Carl Wilhelm;Der Stolz der Firma;0.0;Comedy|Drama;30/04/1914;Ernst Lubitsch;Martha Kriwitz;Victor Arnold;Albert Paulig;Alfred Kuehne
905;G.W. Pabst;Die Büchse der Pandora;7.7;Drama|Thriller|Romance;30/01/1929;Louise Brooks;Fritz Kortner;Francis Lederer;Carl Goetz;Krafft-Raschig
906;Wilhelm Thiele;Die Drei von der Tankstelle;5.3;Comedy|Drama;15/09/1930;Lilian Harvey;Heinz Rühmann;Willy Fritsch;Oskar Karlweis;Fritz Kampers
907;David Lean;Doctor Zhivago;7.3;Drama|Romance|War;22/12/1965;Omar Sharif;Julie Christie;Geraldine Chaplin;Rod Steiger;Alec Guinness
908;Martin Koolhoven;Het Schnitzelparadijs;5.3;Romance|Comedy;8/09/2005;none;Noah Valentyn;none;none;Mimoun Oaïssa
909;Vincente Minnelli;Meet Me in St. Louis;6.8;Comedy|Music|Romance;23/11/1944;Judy Garland;Margaret O'Brien;Mary Astor;Lucille Bremer;Leon Ames
910;Howard Hawks;The Big Sleep;7.5;Crime|Drama|Mystery|Thriller;23/08/1946;Humphrey Bogart;Lauren Bacall;John Ridgely;Martha Vickers;Dorothy Malone
911;Edward F. Cline;The Bank Dick;6.7;Comedy;29/11/1940;W.C. Fields;Cora Witherspoon;Una Merkel;Evelyn Del Rio;Jessie Ralph
912;Norman Jewison;The Thomas Crown Affair;6.9;Romance|Crime|Thriller|Drama;19/06/1968;Steve McQueen;Faye Dunaway;Paul Burke;Jack Weston;Biff McGuire
913;John McTiernan;The Thomas Crown Affair;6.7;Drama|Crime|Romance;6/08/1999;Pierce Brosnan;Rene Russo;Denis Leary;Ben Gazzara;Frankie Faison
914;Charlie Chaplin;The Great Dictator;8.1;Comedy;15/10/1940;Charlie Chaplin;Jack Oakie;Reginald Gardiner;Henry Daniell;Billy Gilbert
916;Peter Yates;Bullitt;7.0;Action|Crime|Drama|Thriller;17/10/1968;Steve McQueen;Robert Vaughn;Jacqueline Bisset;Don Gordon;Robert Duvall
917;Mehboob Khan;Mother India;6.5;Drama;13/02/1957;Nargis;Sunil Dutt;Rajendra Kumar;Raaj Kumar;Kanhaiyalal
918;Blake Edwards;Blind Date;5.5;Comedy|Romance;27/03/1987;Kim Basinger;Bruce Willis;John Larroquette;William Daniels;George Coe
919;Hiroyuki Kitakubo;Blood: The Last Vampire;6.6;Fantasy|Animation|Horror|Comedy|Thriller|Science Fiction;18/11/2000;Youki Kudoh;Saemi Nakamura;Joe Romersa;Rebecca Forstadt;Stuart Robinson
920;John Lasseter;Cars;6.5;Animation|Adventure|Comedy|Family;8/06/2006;Owen Wilson;Paul Newman;Bonnie Hunt;Larry the Cable Guy;Tony Shalhoub
921;Ron Howard;Cinderella Man;7.3;Romance|Drama|History;2/06/2005;Russell Crowe;Renée Zellweger;Paul Giamatti;Craig Bierko;Paddy Considine
922;Jim Jarmusch;Dead Man;7.2;Drama|Fantasy|Western;23/12/1995;Johnny Depp;Gary Farmer;Crispin Glover;Lance Henriksen;Michael Wincott
923;George A. Romero;Dawn of the Dead;7.4;Horror;2/09/1978;David Emge;Ken Foree;Scott H. Reiniger;Gaylen Ross;David Crawford
924;Zack Snyder;Dawn of the Dead;6.8;Fantasy|Horror|Action;19/03/2004;Sarah Polley;Ving Rhames;Jake Weber;Mekhi Phifer;Ty Burrell
925;Spike Lee;Do the Right Thing;7.6;Drama;30/06/1989;Ossie Davis;Danny Aiello;Giancarlo Esposito;Richard Edson;Spike Lee
926;Dean Parisot;Galaxy Quest;6.9;Comedy|Family|Science Fiction;23/12/1999;Tim Allen;Sigourney Weaver;Alan Rickman;Tony Shalhoub;Sam Rockwell
927;Joe Dante;Gremlins;6.9;Fantasy|Horror|Comedy;7/06/1984;Zach Galligan;Phoebe Cates;Hoyt Axton;Polly Holliday;Dick Miller
928;Joe Dante;Gremlins 2: The New Batch;6.2;Comedy|Horror|Fantasy;15/06/1990;Zach Galligan;Phoebe Cates;John Glover;Robert Prosky;Robert Picardo
929;Roland Emmerich;Godzilla;5.3;Science Fiction|Action|Thriller;20/05/1998;Matthew Broderick;Jean Reno;Maria Pitillo;Hank Azaria;Kevin Dunn
930;Rolf Hansen;Die große Liebe;7.8;Romance|Drama;12/06/1942;Zarah Leander;Grethe Weiser;Viktor Staal;Paul Hörbiger;Wolfgang Preiss
931;Nicolas Roeg;Don't Look Now;7.1;Thriller|Drama|Horror;3/12/1973;Julie Christie;Donald Sutherland;Hilary Mason;Clelia Matania;Massimo Serato
932;Wolfgang Staudte;Die Mörder sind unter uns;7.4;Drama;14/10/1946;Hildegard Knef;Wilhelm Borchert;Erna Sellmer;Arno Paulsen;Michael Günther
933;Joachim Hasler;Heißer Sommer;4.0;Comedy;19/06/1968;Frank Schöbel;Hanns-Michael Schmidt;Georg-Peter Welzel;Hans Mietzner;Norbert Speer
934;Jules Dassin;Du rififi chez les hommes;7.7;Drama|Action|Crime;13/04/1955;Jean Servais;Carl Möhner;Robert Manuel;Janine Darcey;Magali Noël
935;Stanley Kubrick;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;8.0;Drama|Comedy|War;29/01/1964;Peter Sellers;George C. Scott;Sterling Hayden;Keenan Wynn;Slim Pickens
936;Blake Edwards;The Pink Panther;6.9;Comedy|Crime;19/12/1963;David Niven;Peter Sellers;Robert Wagner;Capucine;Brenda De Banzie
938;Sergio Leone;Per qualche dollaro in più;7.7;Western;18/12/1965;Clint Eastwood;Lee Van Cleef;Gian Maria Volonté;Mario Brega;Klaus Kinski
939;Alan Crosland;The Jazz Singer;6.2;Drama|Music;6/10/1927;Al Jolson;May McAvoy;Warner Oland;Eugenie Besserer;Otto Lederer
940;Alfred Hitchcock;The Lady Vanishes;7.5;Mystery|Thriller;26/07/1938;Margaret Lockwood;Michael Redgrave;Dame May Whitty;Paul Lukas;Basil Radford
941;Richard Donner;Lethal Weapon;7.0;Adventure|Action|Comedy|Thriller|Crime;6/03/1987;Mel Gibson;Danny Glover;Gary Busey;Mitchell Ryan;Tom Atkins
942;Richard Donner;Lethal Weapon 2;6.7;Action|Adventure|Comedy|Crime|Thriller;7/07/1989;Mel Gibson;Danny Glover;Joe Pesci;Joss Ackland;Derrick O'Connor
943;Richard Donner;Lethal Weapon 3;6.4;Adventure|Action|Comedy|Thriller|Crime;15/05/1992;Mel Gibson;Danny Glover;Joe Pesci;Rene Russo;Stuart Wilson
944;Richard Donner;Lethal Weapon 4;6.3;Action|Adventure|Comedy|Crime|Thriller;10/07/1998;Mel Gibson;Danny Glover;Joe Pesci;Rene Russo;Jet Li
946;Max Ophüls;Letter from an Unknown Woman;8.1;Drama;28/04/1948;Joan Fontaine;Louis Jourdan;Mady Christians;Marcel Journet;Art Smith
947;David Lean;Lawrence of Arabia;7.8;Adventure|Drama|History|War;10/12/1962;Peter O'Toole;Alec Guinness;Anthony Quinn;Jack Hawkins;Omar Sharif
948;John Carpenter;Halloween;7.4;Horror|Thriller;25/10/1978;Donald Pleasence;Jamie Lee Curtis;P.J. Soles;Nancy Kyes;Nick Castle
949;Michael Mann;Heat;7.7;Action|Crime|Drama|Thriller;15/12/1995;Al Pacino;Robert De Niro;Val Kilmer;Jon Voight;Tom Sizemore
950;Carlos Saldanha;Ice Age: The Meltdown;6.5;Animation|Family|Comedy|Adventure;23/03/2006;Ray Romano;John Leguizamo;Denis Leary;Queen Latifah;Seann William Scott
951;Ivan Reitman;Kindergarten Cop;5.8;Comedy;21/12/1990;Arnold Schwarzenegger;Penelope Ann Miller;Pamela Reed;Linda Hunt;Richard Tyson
953;Eric Darnell;Madagascar;6.5;Family|Animation;25/05/2005;Ben Stiller;Chris Rock;David Schwimmer;Jada Pinkett Smith;Sacha Baron Cohen
954;Brian De Palma;Mission: Impossible;6.7;Adventure|Action|Thriller;21/05/1996;Tom Cruise;Jon Voight;Emmanuelle Béart;Henry Czerny;Jean Reno
955;John Woo;Mission: Impossible II;5.9;Adventure|Action|Thriller;24/05/2000;Tom Cruise;Dougray Scott;Thandie Newton;Ving Rhames;Richard Roxburgh
956;J.J. Abrams;Mission: Impossible III;6.5;Adventure|Action|Thriller;3/05/2006;Tom Cruise;Philip Seymour Hoffman;Ving Rhames;Billy Crudup;Jonathan Rhys Meyers
957;Mel Brooks;Spaceballs;6.7;Comedy|Science Fiction;24/06/1987;Mel Brooks;Rick Moranis;Bill Pullman;Daphne Zuniga;John Candy
961;Clyde Bruckman;The General;7.9;Action|Adventure|Comedy|Drama;31/12/1926;Buster Keaton;Marion Mack;Glen Cavender;Jim Farley;Frederick Vroom
962;Charlie Chaplin;The Gold Rush;7.7;Adventure|Comedy|Drama;25/06/1925;Charlie Chaplin;Georgia Hale;Mack Swain;Tom Murray;Henry Bergman
963;John Huston;The Maltese Falcon;7.7;Mystery|Crime|Thriller;18/11/1941;Humphrey Bogart;Mary Astor;Gladys George;Peter Lorre;Barton MacLane
964;Rupert Julian;The Phantom of the Opera;7.0;Drama|Horror;6/09/1925;Lon Chaney;Mary Philbin;Norman Kerry;Arthur Edmund Carewe;John St. Polis
965;Orson Welles;The Magnificent Ambersons;7.5;Drama;10/07/1942;Joseph Cotten;Dolores Costello;Anne Baxter;Tim Holt;Agnes Moorehead
966;John Sturges;The Magnificent Seven;7.4;Western;23/10/1960;Yul Brynner;Eli Wallach;Steve McQueen;Charles Bronson;Robert Vaughn
967;Stanley Kubrick;Spartacus;7.3;Action|Drama|History;6/10/1960;Kirk Douglas;Laurence Olivier;Jean Simmons;Charles Laughton;Peter Ustinov
968;Sidney Lumet;Dog Day Afternoon;7.6;Crime|Drama|Thriller;11/08/1975;Al Pacino;John Cazale;Charles Durning;Chris Sarandon;James Broderick
975;Stanley Kubrick;Paths of Glory;8.1;Drama|War;18/09/1957;Kirk Douglas;Ralph Meeker;Adolphe Menjou;George Macready;Wayne Morris
976;Alexander Mackendrick;Sweet Smell of Success;7.5;Drama;27/06/1957;Burt Lancaster;Tony Curtis;Susan Harrison;Martin Milner;Sam Levene
977;F.W. Murnau;Tabu;7.4;Adventure|Drama|Romance;18/03/1931;Matahi;Anne Chevalier;Bill Bambridge;Hitu;Jules
978;Jean-Jacques Annaud;Seven Years in Tibet;6.9;Adventure|Drama|History;12/09/1997;Brad Pitt;Jamyang Jamtsho Wangchuk;David Thewlis;BD Wong;Mako
979;Gaspar Noé;Irréversible;7.0;Drama|Thriller|Crime|Mystery;22/05/2002;Monica Bellucci;Vincent Cassel;Albert Dupontel;Jo Prestia;Philippe Nahon
980;William A. Wellman;The Ox-Bow Incident;7.9;Action|Drama|Western;11/03/1943;Henry Fonda;Dana Andrews;Mary Beth Hughes;Anthony Quinn;Jane Darwell
981;George Cukor;The Philadelphia Story;7.6;Comedy|Romance;1/12/1940;Cary Grant;Katharine Hepburn;James Stewart;Ruth Hussey;Roland Young
982;John Frankenheimer;The Manchurian Candidate;7.7;Mystery|Thriller;24/10/1962;Frank Sinatra;Laurence Harvey;Angela Lansbury;Janet Leigh;Henry Silva
983;John Huston;The Man Who Would Be King;7.6;Adventure|Drama;3/12/1975;Sean Connery;Michael Caine;Christopher Plummer;Saeed Jaffrey;Doghmi Larbi
984;Don Siegel;Dirty Harry;7.4;Action|Crime|Thriller;21/12/1971;Clint Eastwood;Harry Guardino;Reni Santoni;John Vernon;Andrew Robinson
985;David Lynch;Eraserhead;7.4;Drama|Fantasy|Horror|Science Fiction;19/03/1977;Jack Nance;Charlotte Stewart;Allen Joseph;Jeanne Bates;Judith Roberts
986;Orson Welles;Falstaff;6.8;Comedy|Drama|History;22/12/1965;Orson Welles;Jeanne Moreau;Margaret Rutherford;John Gielgud;Marina Vlady
987;Billy Wilder;The Front Page;6.9;Romance|Drama|Comedy;1/12/1974;Jack Lemmon;Walter Matthau;Susan Sarandon;Vincent Gardenia;David Wayne
988;James Bridges;The China Syndrome;7.0;Thriller|Drama;16/03/1979;Jane Fonda;Jack Lemmon;Michael Douglas;Scott Brady;James Hampton
989;Frank Borzage;The Mortal Storm;7.1;Drama;14/06/1940;Margaret Sullavan;James Stewart;Robert Young;Frank Morgan;Robert Stack
990;Robert Rossen;The Hustler;7.7;Drama;25/09/1961;Paul Newman;Jackie Gleason;Piper Laurie;George C. Scott;Myron McCormick
991;Nicolas Roeg;The Man Who Fell to Earth;6.4;Drama|Science Fiction;18/03/1976;David Bowie;Rip Torn;Candy Clark;Tony Mascia;Buck Henry
992;Buster Keaton;Sherlock, Jr.;8.1;Fantasy|Drama|Comedy|Mystery;21/04/1924;Buster Keaton;Kathryn McGuire;Joe Keaton;Erwin Connelly;Ward Crane
993;Joseph L. Mankiewicz;Sleuth;7.4;Thriller|Mystery;10/12/1972;Laurence Olivier;Michael Caine;Alec Cawthorne;John Matthews;Eve Channing
994;Sam Peckinpah;Straw Dogs;7.2;Crime|Drama|Thriller|Mystery;29/12/1971;Dustin Hoffman;Susan George;Peter Vaughan;T. P. McKenna;Del Henney
995;John Ford;Stagecoach;7.5;Western;2/03/1939;Claire Trevor;John Wayne;Andy Devine;John Carradine;Thomas Mitchell
996;Billy Wilder;Double Indemnity;8.0;Drama|Mystery|Thriller;24/04/1944;Fred MacMurray;Barbara Stanwyck;Edward G. Robinson;Porter Hall;Richard Gaines
1018;David Lynch;Mulholland Drive;7.6;Thriller|Drama|Mystery;16/05/2001;Naomi Watts;Laura Harring;Ann Miller;Dan Hedaya;Justin Theroux
1023;Anders Thomas Jensen;Adams æbler;7.4;Drama|Comedy|Crime;15/04/2005;Mads Mikkelsen;Ulrich Thomsen;Paprika Steen;Ole Thestrup;Nikolaj Lie Kaas
1024;Peter Jackson;Heavenly Creatures;6.9;Drama|Fantasy;2/09/1994;Melanie Lynskey;Kate Winslet;Sarah Peirse;Simon O'Connor;Diana Kent
1039;Stefan Ruzowitzky;Die Siebtelbauern;6.9;Drama|Foreign;19/06/1998;Simon Schwarz;Sophie Rois;Lars Rudolph;Tilo Prückner;Ulrich Wildgruber
1040;Luchino Visconti;Il gattopardo;7.7;Drama;28/03/1963;Burt Lancaster;Alain Delon;Claudia Cardinale;Paolo Stoppa;Rina Morelli
1049;Jon Amiel;Sommersby;5.9;Drama|Thriller|Mystery|Romance;5/02/1993;Jodie Foster;Richard Gere;Bill Pullman;James Earl Jones;Lanny Flaherty
1050;Zhang Yang;Xizao;6.9;Comedy|Drama|Foreign;13/09/1999;Zhu Xu;Quanxin Pu;Jiang Wu;He Zeng;Zhang Jin Hao
1051;William Friedkin;The French Connection;7.4;Action|Crime|Thriller;9/10/1971;Gene Hackman;Fernando Rey;Roy Scheider;Tony Lo Bianco;Marcel Bozzuffi
1052;Michelangelo Antonioni;Blow-Up;7.2;Drama|Mystery|Thriller;18/12/1966;David Hemmings;Vanessa Redgrave;Sarah Miles;John Castle;Veruschka von Lehndorff
1058;Jim McBride;Breathless;5.6;Action|Drama|Romance|Thriller;13/05/1983;Richard Gere;Valérie Kaprisky;Art Metrano;John P. Ryan;William Tepper
1059;Akira Kurosawa;隠し砦の三悪人;8.0;Adventure|Drama|Action|Comedy;28/12/1958;Toshirō Mifune;Takashi Shimura;Minoru Chiaki;Misa Uehara;Kamatari Fujiwara
1073;Mark Pellington;Arlington Road;7.0;Drama|Thriller|Mystery;19/03/1999;Jeff Bridges;Tim Robbins;Joan Cusack;Hope Davis;Robert Gossett
1075;Emir Kusturica;Crna mačka, beli mačor;7.7;Comedy|Romance;1/06/1998;Bajram Severdzhan;Srđan Todorović;Zabit Memedov;Florijan Ajdini;Branka Katić
1088;Niki Caro;Whale Rider;7.1;Drama|Family;30/01/2003;Keisha Castle-Hughes;Rawiri Paratene;Vicky Haughton;Cliff Curtis;Grant Roa
1089;Kathryn Bigelow;Point Break;6.9;Action|Thriller|Crime;12/07/1991;Patrick Swayze;Keanu Reeves;Gary Busey;Lori Petty;John C. McGinley
1090;Josef Rusnak;The Thirteenth Floor;6.7;Thriller|Science Fiction|Mystery;16/04/1999;Craig Bierko;Armin Mueller-Stahl;Gretchen Mol;Vincent D'Onofrio;Dennis Haysbert
1091;John Carpenter;The Thing;7.8;Horror|Mystery|Science Fiction;25/06/1982;Kurt Russell;Keith David;Wilford Brimley;Donald Moffat;Richard Dysart
1092;Carol Reed;The Third Man;7.9;Thriller|Mystery;31/08/1949;Joseph Cotten;Alida Valli;Orson Welles;Trevor Howard;Bernard Lee
1093;Louis Malle;Ascenseur pour l'échafaud;7.6;Drama|Thriller|Crime;29/01/1958;Jeanne Moreau;Maurice Ronet;Georges Poujouly;Yori Bertin;Lino Ventura
1103;John Carpenter;Escape from New York;6.9;Science Fiction|Action;22/05/1981;Kurt Russell;Lee Van Cleef;Ernest Borgnine;Donald Pleasence;Isaac Hayes
1114;Byambasuren Davaa;Die Geschichte vom weinenden Kamel;7.9;Documentary|Drama;29/06/2003;Janchiv Ayurzana;Chimed Ohin;Amgaabazar Gonson;Zeveljamz Nyam;Ikhbayar Amgaabazar
1115;Christian Petzold;Gespenster;7.3;Drama;15/09/2005;Julia Hummer;Sabine Timoteo;Benno Fürmann;Marianne Basler;Aurélien Recoing
1116;Ken Loach;The Wind That Shakes the Barley;7.0;Drama|History|War;18/05/2006;Cillian Murphy;Pádraic Delaney;Liam Cunningham;Orla Fitzgerald;Gerard Kearney
1123;Phillip Noyce;Catch a Fire;6.4;Action|Drama|Thriller;27/10/2006;Tim Robbins;Derek Luke;Bonnie Henna;Mncedisi Shabangu;Tumisho Masha
1124;Christopher Nolan;The Prestige;7.9;Drama|Mystery|Thriller;19/10/2006;Hugh Jackman;Christian Bale;Michael Caine;Scarlett Johansson;Andy Serkis
1125;Bill Condon;Dreamgirls;6.5;Drama;25/12/2006;Jamie Foxx;Beyoncé Knowles;Eddie Murphy;Danny Glover;Jennifer Hudson
1126;Brad McGann;In My Father's Den;7.4;Drama|Thriller;11/06/2004;Matthew Macfadyen;Emily Barclay;Miranda Otto;Colin Moy;Jimmy Keen
1127;Fernando León de Aranoa;Princesas;7.0;Drama;2/09/2005;Candela Peña;Micaela Nevárez;Mariana Cordero;Llum Barrera;Violeta Pérez
1162;Arthur Penn;The Miracle Worker;7.5;Drama;22/05/1962;Anne Bancroft;Patty Duke;Victor Jory;Inga Swenson;Andrew Prine
1163;Nadia Tass;The Miracle Worker;4.1;Drama|TV Movie;12/11/2000;Hallie Kate Eisenberg;Alison Elliott;David Strathairn;Lucas Black;Kate Greenhouse
1164;Alejandro González Iñárritu;Babel;6.9;Drama;8/09/2006;Brad Pitt;Cate Blanchett;Gael García Bernal;Rinko Kikuchi;Adriana Barraza
1165;Stephen Frears;The Queen;6.8;Drama;15/09/2006;Helen Mirren;Michael Sheen;James Cromwell;Sylvia Syms;Helen McCrory
1213;Anthony Minghella;The Talented Mr. Ripley;7.0;Thriller|Crime|Drama;25/12/1999;Matt Damon;Gwyneth Paltrow;Jude Law;Cate Blanchett;Philip Seymour Hoffman
1244;Achim Bornhak;Das wilde Leben;6.9;Music|Drama|Comedy;1/02/2007;Natalia Avelon;Matthias Schweighöfer;David Scheller;Victor Norén;Alexander Scheer
1245;James Ivory;The Remains of the Day;7.5;Drama|Romance;5/11/1993;Anthony Hopkins;Emma Thompson;James Fox;Christopher Reeve;Hugh Grant
1246;Sylvester Stallone;Rocky Balboa;6.5;Drama;20/12/2006;Sylvester Stallone;Burt Young;Milo Ventimiglia;Geraldine Hughes;James Francis Kelly III
1247;Robert De Niro;The Good Shepherd;6.3;Drama|Thriller|History;11/12/2006;Matt Damon;Angelina Jolie;Alec Baldwin;Tammy Blanchard;Robert De Niro
1248;Peter Webber;Hannibal Rising;6.0;Crime|Drama|Thriller;6/02/2007;Gaspard Ulliel;Aaran Thomas;Gong Li;Dominic West;Rhys Ifans
1249;Allen Coulter;Hollywoodland;6.1;Drama|Thriller|Crime;31/08/2006;Adrien Brody;Diane Lane;Ben Affleck;Bob Hoskins;Lois Smith
1250;Mark Steven Johnson;Ghost Rider;5.2;Thriller|Action|Fantasy|Horror;16/02/2007;Nicolas Cage;Eva Mendes;Wes Bentley;Donal Logue;Sam Elliott
1251;Clint Eastwood;Letters from Iwo Jima;7.2;Action|Adventure|Drama|War;19/12/2006;Ken Watanabe;Kazunari Ninomiya;Tsuyoshi Ihara;Ryo Kase;Shidou Nakamura
1252;Todd Robinson;Lonely Hearts;5.9;Drama|Thriller|Crime|Romance;30/04/2006;John Travolta;James Gandolfini;Salma Hayek;Jared Leto;Laura Dern
1253;Anthony Minghella;Breaking and Entering;6.3;Drama|Romance;15/12/2006;Jude Law;Juliette Binoche;Vera Farmiga;Robin Wright;Martin Freeman
1254;Philippe Lioret;Je vais bien, ne t'en fais pas;7.2;Drama;6/09/2006;Mélanie Laurent;Kad Merad;Isabelle Renauld;Julien Boisselier;Thibault de Montalembert
1255;Bong Joon-ho;괴물;6.8;Horror|Drama|Science Fiction;27/07/2006;Song Kang-ho;none;Park Hae-Il;Bae Doona;Ko Ah-sung
